simulation,beta_0_hat,beta_1_hat,beta_2_hat,beta_3_hat,beta_4_hat,ci_lower_0,ci_lower_1,ci_lower_2,ci_lower_3,ci_lower_4,ci_upper_0,ci_upper_1,ci_upper_2,ci_upper_3,ci_upper_4
85,2.419815241782518,-1.701004169496654,3.1293257900131923,0.5124540403187055,-0.6568043025792988,2.332424673965901,-1.8036876319080042,3.038985908347271,0.4159360042139226,-0.745068764099168,2.5112995963109856,-1.5942412998374025,3.235747292652536,0.6158620449337795,-0.5624793073573773
86,2.480992472944547,-1.8032445610903853,3.254925968195457,0.5057180613493241,-0.7286874578739301,2.397512783228004,-1.891023663989858,3.173542543859467,0.43250592421923617,-0.8074232357402525,2.5646732156789622,-1.7280899507040381,3.3461534286832912,0.5927106936700373,-0.64392313199669
87,2.499737999322927,-1.8074413210135911,3.2928754792385098,0.3949628890985154,-0.6655820995093427,2.384915106510209,-1.9072600053543942,3.1817383403053747,0.2984922692330753,-0.756250666140754,2.612838840433416,-1.6998497633642418,3.3936048087642647,0.4961255023186415,-0.562651062556602
88,2.5091615463792847,-1.8203724231283074,3.195135735378856,0.5093318550504953,-0.6884598808051074,2.420541019629853,-1.9124367732676786,3.0993413761697113,0.42416099063711665,-0.7704369722087681,2.5982018819448194,-1.7361387607299683,3.2854320464216924,0.5943441254514654,-0.6001109571899684
89,2.475622262097008,-1.7776415631485407,3.207520540220805,0.5477811861469726,-0.6412567055372552,2.392295852608739,-1.8576503462858622,3.107427079533832,0.45571832582403515,-0.7345184590069227,2.564314578469441,-1.6979528793912348,3.289519894437955,0.6400474575668506,-0.5386824598450101
90,2.4822577196734215,-1.8344729612499169,3.237855420317294,0.4522343871968177,-0.8112120748884643,2.3931362613946057,-1.9179896061045705,3.1343656826777107,0.35378375990119,-0.902914834528771,2.5673798346793006,-1.74149211024799,3.3318628744241807,0.5494210031632434,-0.7287158308284638
91,2.5005276152828935,-1.8283745087317618,3.1956458397196217,0.5494393317512342,-0.7326415637677075,2.396216951033127,-1.9171598554439553,3.106712946327516,0.4531954148727543,-0.8231829246503859,2.5941502512711354,-1.7472291491843066,3.2918626397134947,0.6398924541038187,-0.6402437224820031
92,2.4689294919443108,-1.7951444268914605,3.2077179854437308,0.5689659273323603,-0.6202807533661576,2.3688536708382752,-1.8958447041049733,3.110691814822181,0.46302060522555144,-0.7181296430469145,2.559673527342966,-1.6918948637485827,3.3028479127954316,0.6691587351872987,-0.5205498240314106
93,2.423647735225963,-1.7787866461174455,3.2032241333641376,0.4505686172511255,-0.6025526042046682,2.331095332218073,-1.872283514414182,3.110238550217594,0.36123970633912206,-0.6991905259016611,2.5175441420138145,-1.683873532273998,3.2978472145176694,0.5473809253205586,-0.5182814378029094
94,2.497665094831354,-1.8468291123675389,3.143718192735646,0.5702415842487856,-0.6967407414384337,2.406425391652736,-1.938394521325677,3.0450109359415145,0.47692110205220545,-0.7888006782488153,2.58862032753432,-1.7529871926534564,3.230322790725491,0.6629242302488293,-0.5956930933246567
95,2.4936511240417105,-1.7068950019574698,3.1372198497908053,0.47890391234471213,-0.6888674919197326,2.3987406633740167,-1.7848305826456783,3.0441237387215003,0.39044543743320476,-0.7789640277538546,2.582181933401742,-1.607089860463151,3.222284352197953,0.5701743756309281,-0.590106272758214
